orderid,customerid,orderplaceddatetime,ordercompletiondatetime,orderstatus
1357,1,1974-03-18 10:41:04,1974-03-18 10:41:04,Completed
1358,5,2011-07-09 08:29:33,2011-07-09 08:29:33,InProgress
1359,1,2008-12-22 16:07:23,2008-12-22 16:07:23,Completed
1360,8,2002-02-13 16:04:11,2002-02-13 16:04:11,Cancelled
1361,3,2002-03-25 06:22:21,2002-03-25 06:22:21,Cancelled
1362,10,1988-06-20 06:46:16,1988-06-20 06:46:16,Cancelled
1363,6,2007-01-20 01:44:43,2007-01-20 01:44:43,Cancelled
1364,9,1998-10-02 01:47:10,1998-10-02 01:47:10,Cancelled
1365,7,1970-09-09 07:03:18,1970-09-09 07:03:18,InProgress
1366,8,2013-01-22 07:48:36,2013-01-22 07:48:36,Completed
1367,10,2008-06-15 05:40:45,2008-06-15 05:40:45,InProgress
1368,1,2004-04-07 16:18:37,2004-04-07 16:18:37,Completed
1369,2,2013-03-15 13:35:09,2013-03-15 13:35:09,Completed
1370,1,2003-05-29 09:47:33,2003-05-29 09:47:33,Completed
1371,2,1992-01-18 16:01:34,1992-01-18 16:01:34,Cancelled
1372,2,2019-07-27 09:45:33,2019-07-27 09:45:33,Completed
1373,5,2002-01-28 01:21:14,2002-01-28 01:21:14,Cancelled
1374,2,2010-01-07 22:22:30,2010-01-07 22:22:30,Cancelled
1375,9,1980-06-20 12:59:13,1980-06-20 12:59:13,InProgress
1376,1,1970-12-25 12:36:50,1970-12-25 12:36:50,Cancelled
1377,7,2012-02-21 19:11:59,2012-02-21 19:11:59,InProgress
1378,7,1973-04-30 12:58:15,1973-04-30 12:58:15,Completed
1379,5,2015-10-28 13:08:05,2015-10-28 13:08:05,Cancelled
1380,5,1986-04-23 11:19:39,1986-04-23 11:19:39,InProgress
1381,10,1971-03-27 15:48:32,1971-03-27 15:48:32,InProgress
1382,9,1980-11-08 01:18:46,1980-11-08 01:18:46,InProgress
1383,9,2000-06-17 04:49:47,2000-06-17 04:49:47,Cancelled
1384,7,1970-03-20 11:10:23,1970-03-20 11:10:23,Cancelled
1385,2,2019-12-11 12:48:09,2019-12-11 12:48:09,Completed
1386,3,1981-01-01 17:35:03,1981-01-01 17:35:03,Completed
1387,7,1977-12-31 02:03:56,1977-12-31 02:03:56,Cancelled
1388,4,2008-06-06 11:38:49,2008-06-06 11:38:49,Cancelled
1389,9,1982-06-15 17:03:52,1982-06-15 17:03:52,InProgress
1390,4,2002-09-09 01:45:53,2002-09-09 01:45:53,Completed
1391,7,1985-06-22 13:08:28,1985-06-22 13:08:28,InProgress
1392,9,1989-02-06 07:41:12,1989-02-06 07:41:12,Completed
1393,3,1986-02-25 13:04:06,1986-02-25 13:04:06,InProgress
1394,9,1984-04-17 17:22:05,1984-04-17 17:22:05,Completed
1395,9,1981-05-13 19:25:13,1981-05-13 19:25:13,Completed
1396,2,1985-03-28 05:53:39,1985-03-28 05:53:39,Completed
1397,4,1991-02-05 14:17:19,1991-02-05 14:17:19,Completed
1398,6,2000-02-11 01:22:42,2000-02-11 01:22:42,Cancelled
1399,6,1980-11-26 11:33:42,1980-11-26 11:33:42,Cancelled
1400,3,2001-03-06 20:50:03,2001-03-06 20:50:03,InProgress
1401,3,1989-04-16 19:53:36,1989-04-16 19:53:36,Completed
1402,3,1983-09-07 17:41:45,1983-09-07 17:41:45,InProgress
1403,9,1977-09-16 11:34:25,1977-09-16 11:34:25,Cancelled
1404,1,1999-03-14 17:40:37,1999-03-14 17:40:37,Completed
1405,9,2003-05-29 08:31:32,2003-05-29 08:31:32,Cancelled
1406,3,1973-02-15 13:01:34,1973-02-15 13:01:34,Completed
1407,6,1994-10-10 19:55:18,1994-10-10 19:55:18,Completed
1408,4,2021-01-31 00:50:54,2021-01-31 00:50:54,Completed
1409,5,2013-03-31 06:37:24,2013-03-31 06:37:24,Completed
1410,6,1987-04-30 06:44:20,1987-04-30 06:44:20,Completed
1411,7,1974-08-21 00:34:14,1974-08-21 00:34:14,Cancelled
1412,9,1994-01-22 22:16:43,1994-01-22 22:16:43,InProgress
1413,8,2003-01-07 08:19:30,2003-01-07 08:19:30,Completed
1414,6,1991-07-14 13:04:24,1991-07-14 13:04:24,Cancelled
1415,5,1973-11-27 20:35:53,1973-11-27 20:35:53,InProgress
1416,6,1971-07-30 06:00:00,1971-07-30 06:00:00,Completed
1417,7,2016-11-18 17:36:30,2016-11-18 17:36:30,InProgress
1418,8,1978-06-09 21:09:08,1978-06-09 21:09:08,InProgress
1419,8,1996-01-31 08:06:46,1996-01-31 08:06:46,Cancelled
1420,4,1972-08-04 23:22:09,1972-08-04 23:22:09,InProgress
1421,2,1996-12-01 10:53:36,1996-12-01 10:53:36,InProgress
1422,9,2013-09-19 03:59:27,2013-09-19 03:59:27,Completed
1423,2,1989-08-03 06:38:10,1989-08-03 06:38:10,Completed
1424,9,2015-11-07 18:45:45,2015-11-07 18:45:45,Completed
1425,3,1991-09-17 12:16:43,1991-09-17 12:16:43,Cancelled
1426,4,1983-07-19 06:05:24,1983-07-19 06:05:24,InProgress
1427,8,1978-03-01 07:03:37,1978-03-01 07:03:37,InProgress
1428,6,1971-12-12 00:48:24,1971-12-12 00:48:24,Completed
1429,3,1991-03-19 04:36:58,1991-03-19 04:36:58,InProgress
1430,8,2018-02-10 19:37:42,2018-02-10 19:37:42,InProgress
1431,8,1974-10-17 22:50:33,1974-10-17 22:50:33,Cancelled
1432,3,1990-07-29 04:54:59,1990-07-29 04:54:59,InProgress
1433,8,1986-11-16 16:18:20,1986-11-16 16:18:20,Completed
1434,10,1996-10-24 18:36:42,1996-10-24 18:36:42,InProgress
1435,10,1971-01-20 19:02:31,1971-01-20 19:02:31,InProgress
1436,3,1991-03-24 08:58:09,1991-03-24 08:58:09,InProgress
1437,4,1998-02-19 13:30:21,1998-02-19 13:30:21,Cancelled
1438,8,2020-03-27 16:53:26,2020-03-27 16:53:26,Completed
1439,5,2011-09-06 15:06:43,2011-09-06 15:06:43,Cancelled
1440,1,2008-12-08 19:04:07,2008-12-08 19:04:07,Completed
1441,1,2009-05-13 06:45:14,2009-05-13 06:45:14,InProgress
1442,1,1994-05-22 14:34:58,1994-05-22 14:34:58,Cancelled
1443,9,2013-03-28 15:52:38,2013-03-28 15:52:38,Cancelled
1444,9,1981-03-17 23:58:10,1981-03-17 23:58:10,Completed
1445,6,2021-05-31 14:21:36,2021-05-31 14:21:36,InProgress
1446,2,1971-07-14 06:53:57,1971-07-14 06:53:57,Cancelled
1447,6,1979-07-22 09:29:43,1979-07-22 09:29:43,Cancelled
1448,7,2020-10-07 16:42:35,2020-10-07 16:42:35,Cancelled
1449,1,1996-09-22 03:11:24,1996-09-22 03:11:24,Cancelled
1450,9,1978-01-13 13:40:40,1978-01-13 13:40:40,Cancelled
1451,10,1990-11-06 13:16:31,1990-11-06 13:16:31,Cancelled
1452,10,2008-07-04 10:26:57,2008-07-04 10:26:57,Cancelled
1453,3,1983-10-21 16:03:11,1983-10-21 16:03:11,Completed
1454,6,1994-03-02 23:17:57,1994-03-02 23:17:57,Completed
1455,1,1986-08-10 14:13:23,1986-08-10 14:13:23,InProgress
1456,2,2004-07-22 19:57:44,2004-07-22 19:57:44,Completed
1457,6,1993-07-30 02:59:49,1993-07-30 02:59:49,Completed
1458,3,1978-05-15 21:25:55,1978-05-15 21:25:55,InProgress
1459,4,1998-11-02 14:06:18,1998-11-02 14:06:18,InProgress
1460,4,2004-11-30 09:07:23,2004-11-30 09:07:23,InProgress
1461,9,2010-10-27 15:21:06,2010-10-27 15:21:06,InProgress
1462,2,2013-08-10 15:55:12,2013-08-10 15:55:12,Completed
1463,6,1978-09-20 14:44:19,1978-09-20 14:44:19,Completed
1464,2,1992-05-21 14:41:57,1992-05-21 14:41:57,Cancelled
1465,2,2005-06-01 12:00:20,2005-06-01 12:00:20,InProgress
1466,2,1992-03-04 20:09:57,1992-03-04 20:09:57,InProgress
1467,5,2015-11-09 17:11:44,2015-11-09 17:11:44,InProgress
1468,6,1989-04-19 18:59:13,1989-04-19 18:59:13,InProgress
1469,7,1978-05-17 03:56:58,1978-05-17 03:56:58,Cancelled
1470,4,1989-04-13 14:21:00,1989-04-13 14:21:00,InProgress
1471,2,2012-01-23 12:15:38,2012-01-23 12:15:38,Completed
1472,10,1997-11-08 09:22:47,1997-11-08 09:22:47,Cancelled
1473,9,1976-07-05 09:58:55,1976-07-05 09:58:55,Cancelled
1474,3,1998-05-18 05:21:29,1998-05-18 05:21:29,Cancelled
1475,6,1979-09-14 07:37:12,1979-09-14 07:37:12,InProgress
1476,5,2010-07-31 07:49:21,2010-07-31 07:49:21,Cancelled
1477,3,1999-07-22 15:06:28,1999-07-22 15:06:28,InProgress
1478,9,1981-08-01 01:25:24,1981-08-01 01:25:24,InProgress
1479,2,2017-08-20 06:04:38,2017-08-20 06:04:38,Cancelled
1480,2,1979-06-15 04:40:47,1979-06-15 04:40:47,InProgress
1481,5,2013-12-21 22:26:08,2013-12-21 22:26:08,Cancelled
1482,2,1977-08-15 21:27:25,1977-08-15 21:27:25,InProgress
1483,10,2000-06-07 01:49:04,2000-06-07 01:49:04,Completed
1484,2,2015-03-05 07:26:50,2015-03-05 07:26:50,InProgress
1485,4,1970-02-04 06:51:58,1970-02-04 06:51:58,Completed
1486,1,2010-01-06 06:51:49,2010-01-06 06:51:49,InProgress
1487,2,1978-10-14 21:06:44,1978-10-14 21:06:44,InProgress
1488,7,1991-11-13 14:04:18,1991-11-13 14:04:18,InProgress
1489,3,2018-12-01 22:09:29,2018-12-01 22:09:29,Completed
1490,5,1979-07-13 13:46:30,1979-07-13 13:46:30,InProgress
1491,6,2004-09-14 01:44:45,2004-09-14 01:44:45,Completed
1492,10,1992-07-04 12:58:44,1992-07-04 12:58:44,Completed
1493,7,2007-11-25 12:33:42,2007-11-25 12:33:42,InProgress
1494,1,2000-03-11 01:58:20,2000-03-11 01:58:20,Cancelled
1495,8,1977-03-27 14:24:33,1977-03-27 14:24:33,Cancelled
1496,4,1999-06-28 05:05:12,1999-06-28 05:05:12,InProgress
1497,4,1974-11-28 10:54:53,1974-11-28 10:54:53,Cancelled
1498,1,1979-02-10 10:57:38,1979-02-10 10:57:38,Cancelled
1499,2,1979-09-13 05:26:14,1979-09-13 05:26:14,Cancelled
1500,4,1985-10-24 19:41:13,1985-10-24 19:41:13,Cancelled
1501,10,1987-08-03 19:26:26,1987-08-03 19:26:26,Cancelled
1502,10,1975-11-01 22:00:48,1975-11-01 22:00:48,InProgress
1503,9,2001-06-28 00:00:26,2001-06-28 00:00:26,Completed
1504,6,1979-05-23 14:16:32,1979-05-23 14:16:32,InProgress
1505,7,1978-09-14 04:18:44,1978-09-14 04:18:44,InProgress
1506,8,2016-09-15 19:08:38,2016-09-15 19:08:38,Cancelled
1507,1,2009-05-30 00:28:33,2009-05-30 00:28:33,Cancelled
1508,6,2009-04-19 00:14:35,2009-04-19 00:14:35,Completed
1509,9,1983-01-03 23:55:41,1983-01-03 23:55:41,Cancelled
1510,3,1988-06-10 23:48:55,1988-06-10 23:48:55,Cancelled
1511,10,2010-07-05 13:23:19,2010-07-05 13:23:19,Cancelled
1512,7,1977-02-22 06:24:57,1977-02-22 06:24:57,InProgress
1513,9,1973-09-20 15:49:00,1973-09-20 15:49:00,Cancelled
1514,10,2003-01-16 23:23:31,2003-01-16 23:23:31,Cancelled
1515,6,2011-01-01 18:49:00,2011-01-01 18:49:00,Completed
1516,6,2018-03-31 08:29:36,2018-03-31 08:29:36,Completed
1517,6,2017-01-26 07:37:31,2017-01-26 07:37:31,Cancelled
1518,7,2009-07-15 10:38:44,2009-07-15 10:38:44,Cancelled
1519,8,1973-10-27 23:18:30,1973-10-27 23:18:30,Completed
1520,9,2006-12-07 08:46:11,2006-12-07 08:46:11,Cancelled
1521,2,1994-04-20 19:21:55,1994-04-20 19:21:55,Completed
1522,5,2020-01-12 09:47:23,2020-01-12 09:47:23,InProgress
1523,9,1970-10-06 19:44:48,1970-10-06 19:44:48,Completed
1524,1,1980-05-14 15:06:50,1980-05-14 15:06:50,Completed
1525,4,1977-04-26 16:04:40,1977-04-26 16:04:40,Cancelled
1526,5,2020-07-02 11:06:14,2020-07-02 11:06:14,Completed
1527,9,2014-08-03 20:00:31,2014-08-03 20:00:31,Cancelled
1528,7,2014-09-19 01:07:25,2014-09-19 01:07:25,InProgress
1529,3,1976-12-17 02:21:26,1976-12-17 02:21:26,Cancelled
1530,4,1973-10-08 16:00:01,1973-10-08 16:00:01,Completed
1531,10,1976-09-02 10:19:45,1976-09-02 10:19:45,InProgress
1532,6,2018-03-21 12:49:10,2018-03-21 12:49:10,InProgress
1533,9,2019-03-04 17:07:17,2019-03-04 17:07:17,Cancelled
1534,3,1974-10-10 18:41:51,1974-10-10 18:41:51,Completed
1535,10,1991-03-08 12:03:25,1991-03-08 12:03:25,Completed
1536,3,2007-04-12 19:49:57,2007-04-12 19:49:57,Cancelled
1537,1,2000-06-26 16:02:10,2000-06-26 16:02:10,Completed
1538,2,1988-07-01 17:49:33,1988-07-01 17:49:33,InProgress
1539,3,1989-06-15 07:53:18,1989-06-15 07:53:18,InProgress
1540,9,2001-08-19 15:43:05,2001-08-19 15:43:05,Cancelled
1541,8,2000-02-17 05:53:28,2000-02-17 05:53:28,Completed
1542,5,1991-10-15 08:10:22,1991-10-15 08:10:22,Completed
1543,10,1984-04-19 07:39:36,1984-04-19 07:39:36,Cancelled
1544,5,1990-05-14 11:28:30,1990-05-14 11:28:30,InProgress
1545,3,1984-10-28 05:06:50,1984-10-28 05:06:50,InProgress
1546,4,2008-01-09 09:50:22,2008-01-09 09:50:22,Completed
1547,8,1987-02-11 08:03:18,1987-02-11 08:03:18,Cancelled
1548,5,1983-11-08 08:46:43,1983-11-08 08:46:43,Completed
1549,5,1999-12-01 18:48:20,1999-12-01 18:48:20,InProgress
1550,9,2021-11-05 01:16:19,2021-11-05 01:16:19,Cancelled
1551,5,2010-12-18 04:17:01,2010-12-18 04:17:01,InProgress
1552,1,1994-06-17 02:55:22,1994-06-17 02:55:22,InProgress
1553,3,2004-01-09 15:54:03,2004-01-09 15:54:03,InProgress
1554,3,1978-02-10 02:59:13,1978-02-10 02:59:13,InProgress
1555,1,1971-10-30 03:08:56,1971-10-30 03:08:56,Completed
1556,5,2001-06-01 01:08:01,2001-06-01 01:08:01,Cancelled
1557,5,1980-10-22 01:51:33,1980-10-22 01:51:33,Completed
1558,8,1976-08-16 18:44:47,1976-08-16 18:44:47,Cancelled
1559,10,1977-02-19 18:21:50,1977-02-19 18:21:50,Cancelled
1560,1,1997-09-23 16:29:15,1997-09-23 16:29:15,Cancelled
1561,7,2017-06-15 09:59:41,2017-06-15 09:59:41,Completed
1562,9,2014-12-25 19:02:19,2014-12-25 19:02:19,Cancelled
1563,10,1977-05-12 01:21:23,1977-05-12 01:21:23,Cancelled
1564,7,2002-04-18 22:10:29,2002-04-18 22:10:29,Completed
1565,2,1984-10-15 01:47:21,1984-10-15 01:47:21,Cancelled
1566,5,2018-05-24 12:51:34,2018-05-24 12:51:34,InProgress
1567,7,1981-10-17 15:10:57,1981-10-17 15:10:57,Completed
1568,1,1995-07-18 11:09:35,1995-07-18 11:09:35,Completed
1569,2,1999-06-12 07:06:22,1999-06-12 07:06:22,InProgress
1570,8,2008-12-21 12:45:52,2008-12-21 12:45:52,InProgress
1571,5,2016-05-19 12:15:29,2016-05-19 12:15:29,Cancelled
1572,6,2011-10-12 19:15:12,2011-10-12 19:15:12,Completed
1573,4,1988-11-13 19:26:41,1988-11-13 19:26:41,InProgress
1574,9,1994-03-14 11:50:11,1994-03-14 11:50:11,Cancelled
1575,5,2006-06-12 14:04:07,2006-06-12 14:04:07,Cancelled
1576,6,2003-07-22 10:34:05,2003-07-22 10:34:05,InProgress
1577,6,1984-08-03 23:43:56,1984-08-03 23:43:56,InProgress
1578,10,2014-04-11 10:18:27,2014-04-11 10:18:27,InProgress
1579,3,1971-02-19 10:21:27,1971-02-19 10:21:27,InProgress
1580,3,2001-08-30 09:51:11,2001-08-30 09:51:11,InProgress
1581,8,1992-11-26 20:05:29,1992-11-26 20:05:29,Completed
1582,10,2019-03-08 14:51:35,2019-03-08 14:51:35,Completed
1583,5,1975-10-15 05:11:43,1975-10-15 05:11:43,InProgress
1584,5,1972-02-05 07:08:56,1972-02-05 07:08:56,InProgress
1585,3,1981-01-16 17:22:57,1981-01-16 17:22:57,Cancelled
1586,10,2019-04-23 19:35:43,2019-04-23 19:35:43,Cancelled
1587,9,1995-09-15 21:23:50,1995-09-15 21:23:50,Completed
1588,10,2004-04-15 19:14:19,2004-04-15 19:14:19,InProgress
1589,1,2015-01-16 04:02:39,2015-01-16 04:02:39,Cancelled
1590,2,2009-05-01 22:06:13,2009-05-01 22:06:13,Cancelled
1591,10,1995-08-02 02:45:57,1995-08-02 02:45:57,InProgress
1592,6,1987-07-20 05:58:56,1987-07-20 05:58:56,Cancelled
1593,10,2012-08-27 22:39:27,2012-08-27 22:39:27,Completed
1594,1,2005-04-14 18:15:41,2005-04-14 18:15:41,Completed
1595,3,2012-08-14 10:55:56,2012-08-14 10:55:56,Completed
1596,3,1989-07-08 06:51:06,1989-07-08 06:51:06,Cancelled
1597,3,1998-11-28 21:32:55,1998-11-28 21:32:55,Cancelled
1598,7,1976-09-05 02:41:08,1976-09-05 02:41:08,InProgress
1599,10,1989-08-07 04:58:13,1989-08-07 04:58:13,InProgress
1600,4,1983-03-06 17:05:46,1983-03-06 17:05:46,InProgress
1601,4,1988-10-14 15:41:38,1988-10-14 15:41:38,Cancelled
1602,10,1977-10-10 12:46:17,1977-10-10 12:46:17,Cancelled
1603,7,2005-01-01 21:49:32,2005-01-01 21:49:32,InProgress
1604,8,1973-12-10 23:28:30,1973-12-10 23:28:30,InProgress
1605,10,2021-07-05 04:22:37,2021-07-05 04:22:37,Completed
1606,10,2009-05-21 01:56:00,2009-05-21 01:56:00,Completed
1607,6,2013-02-21 17:04:50,2013-02-21 17:04:50,InProgress
1608,5,1971-11-24 05:26:12,1971-11-24 05:26:12,Completed
1609,9,1990-03-26 19:57:24,1990-03-26 19:57:24,Cancelled
1610,9,1973-08-22 06:37:44,1973-08-22 06:37:44,InProgress
1611,9,1977-10-07 22:27:45,1977-10-07 22:27:45,InProgress
1612,7,1999-07-07 15:56:45,1999-07-07 15:56:45,Completed
1613,6,2009-10-13 16:47:24,2009-10-13 16:47:24,InProgress
1614,10,1983-01-07 23:38:31,1983-01-07 23:38:31,InProgress
1615,4,1990-03-30 00:10:28,1990-03-30 00:10:28,Cancelled
1616,9,2015-03-01 07:12:23,2015-03-01 07:12:23,InProgress
1617,3,1995-04-07 05:40:35,1995-04-07 05:40:35,InProgress
1618,4,2002-05-01 06:24:40,2002-05-01 06:24:40,Completed
1619,5,1973-07-26 03:02:57,1973-07-26 03:02:57,Completed
1620,6,1976-06-11 03:17:24,1976-06-11 03:17:24,Completed
1621,4,1995-05-16 14:34:25,1995-05-16 14:34:25,Completed
1622,4,1971-01-20 00:55:59,1971-01-20 00:55:59,InProgress
1623,7,1989-06-23 14:27:52,1989-06-23 14:27:52,Cancelled
1624,1,2018-05-21 10:22:27,2018-05-21 10:22:27,Completed
1625,4,1975-06-19 15:51:25,1975-06-19 15:51:25,Cancelled
1626,7,2002-08-03 16:32:35,2002-08-03 16:32:35,InProgress
1627,8,2002-01-14 03:23:00,2002-01-14 03:23:00,Cancelled
1628,5,1980-09-08 15:08:33,1980-09-08 15:08:33,Completed
1629,3,1986-12-12 02:04:29,1986-12-12 02:04:29,Completed
1630,6,1999-06-25 00:04:21,1999-06-25 00:04:21,Cancelled
1631,6,2011-08-03 14:16:23,2011-08-03 14:16:23,Cancelled
1632,5,2012-05-08 15:50:41,2012-05-08 15:50:41,Completed
1633,2,2018-03-01 02:24:54,2018-03-01 02:24:54,InProgress
1634,10,1997-01-02 23:14:50,1997-01-02 23:14:50,Cancelled
1635,6,1986-08-06 12:11:49,1986-08-06 12:11:49,Cancelled
1636,1,1970-05-11 05:16:52,1970-05-11 05:16:52,InProgress
1637,2,2014-12-06 13:33:33,2014-12-06 13:33:33,Cancelled
1638,10,2000-11-05 07:40:54,2000-11-05 07:40:54,InProgress
1639,9,2000-10-30 00:20:50,2000-10-30 00:20:50,Completed
1640,2,1996-05-03 18:41:53,1996-05-03 18:41:53,Cancelled
1641,10,1995-05-07 17:46:09,1995-05-07 17:46:09,InProgress
1642,4,2013-02-08 04:20:27,2013-02-08 04:20:27,InProgress
1643,2,1991-04-27 13:55:24,1991-04-27 13:55:24,InProgress
1644,3,1992-11-26 19:41:45,1992-11-26 19:41:45,InProgress
1645,5,2000-01-12 16:22:46,2000-01-12 16:22:46,Cancelled
1646,4,1977-09-01 19:43:14,1977-09-01 19:43:14,InProgress
1647,7,1978-02-25 15:00:23,1978-02-25 15:00:23,InProgress
1648,10,2004-05-26 17:00:46,2004-05-26 17:00:46,InProgress
1649,4,2020-06-15 08:39:09,2020-06-15 08:39:09,Completed
1650,6,1992-03-18 20:17:31,1992-03-18 20:17:31,Completed
1651,2,1977-08-26 00:01:40,1977-08-26 00:01:40,Completed
1652,1,2017-04-06 08:08:05,2017-04-06 08:08:05,InProgress
1653,4,2005-06-28 15:05:48,2005-06-28 15:05:48,Completed
1654,3,2020-05-10 00:49:40,2020-05-10 00:49:40,Cancelled
1655,10,2001-09-03 19:58:28,2001-09-03 19:58:28,Cancelled
1656,1,1977-11-14 17:18:11,1977-11-14 17:18:11,Completed
1657,5,1984-07-06 08:39:57,1984-07-06 08:39:57,Completed
1658,7,1992-06-20 10:58:26,1992-06-20 10:58:26,Completed
1659,4,1976-03-09 06:44:53,1976-03-09 06:44:53,InProgress
1660,9,1996-05-26 14:49:17,1996-05-26 14:49:17,InProgress
1661,8,2020-06-12 16:40:52,2020-06-12 16:40:52,Cancelled
1662,9,1979-05-02 04:22:30,1979-05-02 04:22:30,Completed
1663,10,2013-12-19 19:13:22,2013-12-19 19:13:22,Cancelled
1664,8,1987-11-01 15:42:37,1987-11-01 15:42:37,Completed
1665,1,2003-11-05 08:06:40,2003-11-05 08:06:40,InProgress
1666,3,1996-01-31 03:30:01,1996-01-31 03:30:01,Completed
1667,1,1982-05-21 17:38:27,1982-05-21 17:38:27,InProgress
1668,7,1985-05-06 19:14:36,1985-05-06 19:14:36,InProgress
1669,10,2019-07-12 21:13:47,2019-07-12 21:13:47,InProgress
1670,2,1971-08-12 12:55:55,1971-08-12 12:55:55,InProgress
1671,5,2014-03-19 11:16:32,2014-03-19 11:16:32,Cancelled
1672,4,1973-11-22 19:45:33,1973-11-22 19:45:33,Completed
1673,5,1979-03-31 15:56:07,1979-03-31 15:56:07,InProgress
1674,5,2001-01-09 16:14:03,2001-01-09 16:14:03,Completed
1675,7,1990-04-23 06:33:57,1990-04-23 06:33:57,Completed
1676,7,1981-06-24 11:04:34,1981-06-24 11:04:34,InProgress
1677,9,1993-01-09 12:25:37,1993-01-09 12:25:37,Completed
1678,3,1971-11-29 19:34:30,1971-11-29 19:34:30,Cancelled
1679,2,1982-01-20 16:02:26,1982-01-20 16:02:26,Completed
1680,4,2013-04-13 03:19:29,2013-04-13 03:19:29,Cancelled
1681,3,2021-08-02 15:27:13,2021-08-02 15:27:13,Completed
1682,4,1976-03-04 07:15:23,1976-03-04 07:15:23,Cancelled
1683,7,2019-10-10 22:33:51,2019-10-10 22:33:51,InProgress
1684,9,2001-11-02 06:36:01,2001-11-02 06:36:01,InProgress
1685,2,1990-01-19 11:20:09,1990-01-19 11:20:09,Cancelled
1686,3,1975-12-30 21:15:30,1975-12-30 21:15:30,Completed
1687,9,1994-05-31 05:27:17,1994-05-31 05:27:17,Completed
1688,8,2006-11-04 11:17:14,2006-11-04 11:17:14,InProgress
1689,4,1983-07-12 08:17:24,1983-07-12 08:17:24,InProgress
1690,1,1986-08-13 15:36:05,1986-08-13 15:36:05,Completed
1691,7,1982-10-09 14:22:21,1982-10-09 14:22:21,Cancelled
1692,5,1971-01-03 17:34:54,1971-01-03 17:34:54,Cancelled
1693,8,1976-12-31 22:52:24,1976-12-31 22:52:24,Cancelled
1694,7,2011-09-20 08:50:27,2011-09-20 08:50:27,Cancelled
1695,9,2019-09-10 07:54:50,2019-09-10 07:54:50,Cancelled
1696,2,2005-09-17 01:19:47,2005-09-17 01:19:47,Cancelled
1697,1,2009-02-14 12:10:17,2009-02-14 12:10:17,InProgress
1698,7,1978-05-12 02:49:52,1978-05-12 02:49:52,InProgress
1699,1,2007-09-18 23:37:51,2007-09-18 23:37:51,InProgress
1700,7,2001-01-21 01:40:31,2001-01-21 01:40:31,Cancelled
1701,5,1992-06-01 08:23:26,1992-06-01 08:23:26,Completed
1702,7,1990-05-21 00:40:50,1990-05-21 00:40:50,Cancelled
1703,8,2019-06-10 18:35:21,2019-06-10 18:35:21,InProgress
1704,4,1988-08-21 00:52:37,1988-08-21 00:52:37,Completed
1705,8,1980-01-27 15:55:44,1980-01-27 15:55:44,Cancelled
1706,10,2011-08-29 17:51:04,2011-08-29 17:51:04,InProgress
1707,10,1986-04-27 15:42:23,1986-04-27 15:42:23,Cancelled
1708,9,2006-08-15 21:39:52,2006-08-15 21:39:52,Completed
1709,6,2009-10-27 06:05:00,2009-10-27 06:05:00,Completed
1710,8,1973-03-23 22:08:07,1973-03-23 22:08:07,Completed
1711,4,1986-11-29 10:00:16,1986-11-29 10:00:16,Completed
1712,9,1981-01-29 03:40:43,1981-01-29 03:40:43,InProgress
1713,5,2018-05-16 02:01:32,2018-05-16 02:01:32,Completed
1714,7,1976-09-25 14:51:31,1976-09-25 14:51:31,Cancelled
1715,1,2007-01-12 01:22:06,2007-01-12 01:22:06,Cancelled
1716,2,1989-09-23 16:21:48,1989-09-23 16:21:48,Cancelled
1717,5,1996-01-05 18:46:23,1996-01-05 18:46:23,Completed
1718,3,2004-12-13 23:03:13,2004-12-13 23:03:13,InProgress
1719,2,2013-05-13 02:02:04,2013-05-13 02:02:04,InProgress
1720,6,2008-02-07 20:46:03,2008-02-07 20:46:03,Cancelled
1721,4,2019-02-19 02:32:08,2019-02-19 02:32:08,Completed
1722,4,1998-04-29 09:21:55,1998-04-29 09:21:55,Completed
1723,9,2000-11-30 21:23:15,2000-11-30 21:23:15,InProgress
1724,4,2007-10-07 02:01:57,2007-10-07 02:01:57,Completed
1725,7,1986-07-08 01:43:10,1986-07-08 01:43:10,Cancelled
1726,5,1990-07-11 12:20:01,1990-07-11 12:20:01,InProgress
1727,5,1996-10-22 07:45:47,1996-10-22 07:45:47,Cancelled
1728,5,1979-12-24 11:57:48,1979-12-24 11:57:48,InProgress
1729,1,2000-05-14 05:00:17,2000-05-14 05:00:17,InProgress
1730,6,1977-12-15 23:59:02,1977-12-15 23:59:02,InProgress
1731,6,2013-05-05 13:42:18,2013-05-05 13:42:18,InProgress
1732,6,1992-07-18 15:40:35,1992-07-18 15:40:35,InProgress
1733,10,1985-01-28 12:33:48,1985-01-28 12:33:48,Cancelled
1734,2,1974-09-29 22:50:01,1974-09-29 22:50:01,Completed
1735,4,2003-06-08 02:07:20,2003-06-08 02:07:20,Cancelled
1736,10,1970-08-08 23:12:52,1970-08-08 23:12:52,Completed
1737,7,1993-05-18 06:15:12,1993-05-18 06:15:12,InProgress
1738,7,2004-06-26 08:59:39,2004-06-26 08:59:39,Completed
1739,4,1972-12-14 21:38:12,1972-12-14 21:38:12,InProgress
1740,8,1994-12-02 11:18:07,1994-12-02 11:18:07,Completed
1741,8,2020-07-24 03:00:34,2020-07-24 03:00:34,Completed
1742,2,2016-03-23 16:17:30,2016-03-23 16:17:30,InProgress
1743,10,2013-06-22 07:22:11,2013-06-22 07:22:11,Completed
